id,cauhoi,dapan1,dapan2,dapan3,dapan4,dapandung,trichdan
107,"Trước khi trình cơ quan chuyên môn về xây dựng thẩm định thiết kế, chủ đầu tư có cần phải lựa chọn tổ chức, cá nhân có đủ điều kiện năng lực theo quy định để thẩm tra các nội dung cần thiết không?",Có,Không,Do chủ đầu tư quyết định,"Có, nhưng theo yêu cầu của cơ quan chuyên môn về xây dựng  Luật Xây dựng và quy định của Chính phủ",4,"Các khoản 24, 27, 28 Điều 1 Luật số 62/2020/QH14 sửa đổi, bổ sung các điều 82, 85, 87 Luật Xây dựng số 50/2014/QH13"
108,Hồ sơ thiết kế kiến trúc cơ sở là nội dung kiến trúc trong bước thiết kế xây dựng nào sau đây?,Thiết kế cơ sở ở giai đoạn báo cáo nghiên cứu khả thi dự án đầu tư xây dựng.,Thiết kế kỹ thuật ở giai đoạn sau thiết kế cơ sở.,Thiết kế thi công ở giai đoạn sau thiết kế cơ sở.,,1,Khoản 2 Điều 2 Thông tư 03/2020/TT-BXD quy định về hồ sơ thiết kế kiến trúc và mẫu chứng chỉ hành nghề kiến trúc
109,"Cơ quan nào chủ trì tổ chức thẩm định thiết kế xây dựng triển khai sau thiết kế cơ sở đối với công trình thuộc dự án sử dụng vốn đầu tư công, vốn nhà nước ngoài đầu tư công?",Cơ quan chuyên môn về xây dựng theo phân cấp của Luật Xây dựng và quy định của Chính phủ,Cơ quan chuyên môn của người quyết định đầu tư,Cơ quan quản lý kỹ thuật của chủ đầu tư, Ban quản lý dự án đầu tư xây dựng chuyên ngành,1,"Điều 1 Luật số 62/2020/QH14 sửa đổi, bổ sung các Điều 82, 83a, 87 Luật Xây dựng số 50/2014/QH13"
110,"Theo quy định pháp luật hiện hành về xây dựng, công tác nào sau đây ở giai đoạn thực hiện đầu tư xây dựng?",Ký kết hợp đồng xây dựng,"Lập thiết kế, dự toán xây dựng",Giám sát thi công xây dựng,Tất cả các công tác trên,4,Khoản 1 Điều 50 của Luật Xây dựng số 50/2014/QH13; Khoản 1 Điều 4 Nghị định 175/2024/NĐ-CP ngày 30/12/2024
111,"Đối với nhà hành chính ≤ 10 tầng và khối tích ≤ 25.000 m3, một họng chữa cháy vách tường phải chữa cháy liên tục trong 3 giờ thì dung tích dự trữ (hay còn gọi là thể tích bể chứa PCCC dự kiến) là bao nhiêu m3?",27m3,30m3,33m3,36m3,1,Điều 5.2 Hệ thống họng nước chữa cháy trong nhà của Quy chuẩn kỹ thuật quốc gia QCVN 06:2022/BXD về An toàn cháy cho nhà và công trình
112,"Theo Luật PCCC và cứu nạn, cứu hộ năm 2024, công trình xây dựng trong quá trình thi công phải bảo đảm điều kiện an toàn về phòng cháy như thế nào?","Có nội quy phòng cháy, chữa cháy, cứu nạn, cứu hộ phù hợp với tính chất, đặc điểm của công trình xây dựng.","Có biển cấm, biển báo, biển chỉ dẫn theo quy định.","Trang bị phương tiện hoặc hệ thống phòng cháy và chữa cháy phù hợp với tính chất, đặc điểm của công trình xây dựng theo quy định về an toàn trong thi công xây dựng.",Bao gồm tất cả các nội dung trên.,4,Khoản 1 Điều 19 Luật PCCC năm 2024
113,"Theo Quy  chế 1399/QĐ-HĐTV-QLĐT ngày 02/12/2024, đối với các dự án có tổng mức đầu tư từ 100 tỷ đồng đến dưới 800 tỷ đồng, chủ thể nào thực hiện thẩm quyền, trách nhiệm phê duyệt chủ trương đầu tư theo quy định của pháp luật và Agribank hoặc trong trường hợp cần thiết do người quyết định đầu tư xem xét, quyết định?",Hội đồng thành viên Agribank,Ủy ban đầu tư,Tổng Giám đốc,,1,"Khoản 3, Điều 14; khoản 1, Điều 5 Quy  chế 1399/QĐ-HĐTV-QLĐT ngày 02/12/2024"
114,"Theo Quy chế 1399/QĐ-HĐTV-QLĐT ngày 02/12/2024, đối với dự án sử dụng vốn điều lệ,  hàng năm, đơn vị kế hoạch phải lập báo cáo đề xuất nhu cầu đầu tư, kế hoạch vốn gửi Ban Quản lý đầu tư nội ngành trước ngày nào? ",05-Dec,15-Dec,20-Dec,31-Dec,1,Khoản 2 Điều 7 Quy  chế 1399/QĐ-HĐTV-QLĐT ngày 02/12/2024
115,"Theo Quy chế 1399/QĐ-HĐTV-QLĐT ngày 02/12/2024, đối với dự án sử dụng vốn sửa chữa tài sản cố định hạch toán chi phí,  hàng năm,  đơn vị kế hoạch phải lập báo cáo đề xuất nhu cầu đầu tư, kế hoạch vốn gửi Ban Tài chính Kế toán trước ngày nào hàng năm? ",15-Dec, 05/12,20-Dec,25-Dec,2,Khoản 2 Điều 7 Quy  chế 1399/QĐ-HĐTV-QLĐT ngày 02/12/2024
116,"Theo Quy chế 1399/QĐ-HĐTV-QLĐT ngày 02/12/2024, đối với dự án có tính cấp bách do thiên tai, động đất, bão lũ, lụt..., Tổng Giám đốc phê duyệt bổ sung danh mục dự án có tổng mức đầu tư  bao nhiêu?",Dưới 20 tỷ đồng,Dưới 45 tỷ đồng,Dưới 100 tỷ đồng,Dưới 15 tỷ đồng,4,"Điểm a, Khoản 3, Điều 15 Quy  chế 1399/QĐ-HĐTV-QLĐT ngày 02/12/2024 "
117,"Theo Quy chế 1399/QĐ-HĐTV-QLĐT ngày 02/12/2024, tổng diện tích sàn xây dựng Nhà làm việc chính thuộc trụ sở Phòng giao dịch được quy định tối đa bao nhiêu?",800 m²,1000 m²,1.200 m²,1.500 m²,1,"Điểm a, Khoản 1, Điều 8 Quy  chế 1399/QĐ-HĐTV-QLĐT ngày 02/12/2024"
118,"Theo Nghị định 99/2021/NĐ-CP, Thời gian tối đa thẩm tra quyết toán đối với dự án nhóm B trong bao nhiêu lâu?",06 tháng,09 tháng,12 tháng,04 tháng,4,Điều 47 Nghị định 99/2021/NĐ-CP
119,"Theo Nghị định 99/2021/NĐ-CP, Thời gian tối đa phê duyệt quyết toán đối với dự án nhóm B trong bao nhiêu lâu?",40 ngày,30 ngày,20 ngày,60 ngày,3,Điều 47 Nghị định 99/2021/NĐ-CP
120,"Theo Quy định tại Nghị định 37/2015/NĐ-CP ngày 22/4/2015, việc điều chỉnh đơn giá thực hiện hợp đồng chỉ áp dụng đối với loại hợp đồng nào?",Hợp đồng trọn gói.,Hợp đồng đơn giá cố định.,Hợp đồng theo đơn giá điều chỉnh và hợp đồng theo thời gian.,,3,"Điểm a, Khoản 2 Điều 38 Nghị định 37/2015/NĐ-CP ngày 22/4/2015"
121,"Theo Quyết định 1500/QĐ-NHNN ngày 20/9/2021, Ngân hàng Nhà nước yêu cầu doanh nghiệp do Nhà nước nắm giữ 100% vốn điều lệ có trách nhiệm báo cáo tình hình thực hiện các dự án đầu tư, đầu tư xây dựng, mua sắm tài sản cố định của doanh nghiệp có giá trị từ mức vốn của dự án?",Nhóm B,Nhóm C,,,1,Khoản 1 Điều 15 Quyết định 1500/QĐ-NHNN ngày 20/9/2021
122,"Theo Quyết định 1500/QĐ-NHNN ngày 20/9/2021, Ngân hàng Nhà nước yêu cầu doanh nghiệp do Nhà nước nắm giữ 100% vốn điều lệ định kỳ báo cáo Ngân hàng nhà nước báo cáo giám sát tài chính?",06 tháng,09 tháng,Cuối năm tài chính,06 tháng và Hàng năm,4,Khoản 1 Điều 15 Quyết định 1500/QĐ-NHNN ngày 20/9/2021
123,"Theo Nghị định 99/2021/NĐ-CP, Thời gian tối đa để chủ đầu tư lập hồ sơ quyết toán trình phê duyệt đối với dự án nhóm B?",06 tháng,07 tháng,09 tháng,12 tháng,1,Điều 47 Nghị định 99/2021/NĐ-CP
124,Phân loại kỹ thuật về cháy đối với công trình được thực hiện theo các tiêu chí sau?,Bậc chịu lửa.,Cấp nguy hiểm cháy kết cấu.,Nhóm nguy hiểm cháy theo công năng.,"Bao gồm tất cả các tiêu chí 1,2,3.",4,Điểm 2.3.2 Quy chuẩn xây dựng 03-2022
125,"Trong việc thiết kế xây dựng công trình, chủ đầu tư có nghĩa vụ gì?",Lựa chọn nhà thầu thiết kế xây dựng trong trường hợp không tự thực hiện thiết kế xây dựng,Lưu trữ hồ sơ thiết kế xây dựng ,"Trình thẩm định, phê duyệt thiết kế, dự toán xây dựng và nộp phí thẩm định thiết kế, dự toán xây dựng ","Bao gồm tất cả các nội dung 1,2,3",4,"Điều 85 Luật Xây dựng 2014 (được sửa đổi, bổ sung bởi khoản 27 Điều 1 Luật số 62/2020/QH14)"
126,Tính pháp lý của hợp đồng xây dựng gồm các nội dung nào?,"Hợp đồng xây dựng có hiệu lực là cơ sở pháp lý cao nhất mà bên giao thầu, bên nhận thầu và các bên liên quan có nghĩa vụ thực hiện.",Hợp đồng xây dựng có hiệu lực là cơ sở pháp lý cao nhất để giải quyết tranh chấp giữa các bên. Các tranh chấp chưa được các bên thỏa thuận trong hợp đồng sẽ được giải quyết trên cơ sở các quy định của pháp luật có liên quan.,"Các cơ quan quản lý nhà nước, cơ quan kiểm soát, cấp phát, cho vay vốn, thanh tra, kiểm tra, kiểm toán và các cơ quan có liên quan khác phải căn cứ vào nội dung hợp đồng xây dựng có hiệu lực pháp lý để thực hiện chức năng, nhiệm vụ của mình theo quy định, không được xâm phạm đến quyền và lợi ích hợp pháp của các bên tham gia hợp đồng.","Bao gồm tất cả các nội dung 1,2,3.",4,"Khoản 3, Điều 6 Nghị định số 37/2015/NĐ-CP ngày 22/4/2015 của Chính phủ về HĐ Xây dựng"
127,"Thông tin về hợp đồng xây dựng phải được ghi trong hợp đồng, bao gồm nội dung nào?","Loại hợp đồng, số hợp đồng, tên gói thầu, tên dự án, địa điểm xây dựng và căn cứ ký kết hợp đồng."," Tên giao dịch của các bên tham gia ký kết hợp đồng, đại diện của các bên, địa chỉ đăng ký kinh doanh hay địa chỉ để giao dịch, mã số thuế, giấy đăng ký kinh doanh, số tài khoản, điện thoại, fax, e-mail, thời gian và địa điểm ký kết hợp đồng, các thông tin liên quan khác.","Trường hợp bên nhận thầu là liên danh các nhà thầu thì phải ghi đầy đủ thông tin của các thành viên trong liên danh theo quy định tại Khoản 2 Điều này, trong đó phải ghi rõ thành viên đứng đầu liên danh.","Bao gồm tất cả các nội dung 1,2,3.",4,Điều 8 Nghị định số 37/2015/NĐ-CP ngày 22/4/2015 của Chính phủ về HĐ Xây dựng
128,Ai có trách nhiệm lập và trình chủ đầu tư chấp thuận kế hoạch tổng hợp về an toàn lao động trước khi khởi công xây dựng công trình?,Ban quản lý dự án ,Nhà thầu thi công xây dựng công trình ,Nhà thầu tư vấn giám sát ,,2,Điều 13 Nghị định số 06/2021/NĐ-CP ngày 26/01/2021
129,"Quá trình thực hiện hợp đồng xây dựng, Bên nhận thầu có quyền chấm dứt hợp đồng xây dựng trong các trường hợp nào sau đây?","Bên giao thầu bị phá sản, giải thể hoặc chuyển nhượng hợp đồng xây dựng cho người hoặc tổ chức khác mà không có sự chấp thuận của bên nhận thầu.",Sau năm mươi sáu (56) ngày liên tục công việc bị dừng.,Bên giao thầu không thanh toán cho bên nhận thầu sau năm mươi sáu (56) ngày khi bên nhận thầu hoàn thành công việc.,,1,"Điểm a, khoản 7, Điều 41 Nghị định số 37/2015/NĐ-CP ngày 22/4/2015 của Chính phủ về HĐ Xây dựng"
130,Bậc chịu lửa của công trình được phân thành mấy cấp và phụ thuộc vào yếu tố nào?,"Bậc chịu lửa của công trình được phân thành 5 bậc từ I, II, III, IV đến V; phụ thuộc vào số tầng (hoặc chiều cao phòng cháy chữa cháy của công trình), nhóm nguy hiểm cháy theo công năng, diện tích khoang cháy và tính nguy hiểm cháy của các quá trình công nghệ diễn ra trong công trình.","Bậc chịu lửa của công trình được phân thành 5 bậc từ I, II, III, IV đến V; phụ thuộc vào số tầng (hoặc chiều cao phòng cháy chữa cháy của công trình).","Bậc chịu lửa của công trình được phân thành 5 bậc từ I, II, III, IV đến V; phụ thuộc vào tính nguy hiểm cháy trong công trình.",,1,Điểm 2.3.3 Quy chuẩn xây dựng 03-2022
131,"Cấp nguy hiểm cháy kết cấu của công trình được phân thành mấy cấp, theo tính nguy hiểm cháy của gì?","Cấp nguy hiểm cháy kết cấu của công trình được phân thành 4 cấp từ S0, S1, S2 đến S3; theo tính nguy hiểm cháy của cấu kiện.","Cấp nguy hiểm cháy kết cấu của công trình được phân thành 5 cấp từ S0, S1, S2, S3 đến S4; theo tính nguy hiểm cháy của cấu kiện.","Cấp nguy hiểm cháy kết cấu của công trình được phân thành 6 cấp từ S0, S1, S2, S3, S4 đến S5; theo tính nguy hiểm cháy của cấu kiện.",,1,Điểm 2.3.4 Quy chuẩn xây dựng 03-2022
132,"Kết cấu của công trình phải được thiết kế theo tiêu chuẩn lựa chọn áp dụng nhằm đảm bảo độ bền lâu tương ứng với thời hạn sử dụng theo thiết kế của công trình, có xét đến các yếu tố nào sau đây?",Các điều kiện khai thác sử dụng theo công năng.,Ảnh hưởng của môi trường xung quanh.,"Các tính chất của vật liệu sử dụng, các giải pháp bảo vệ chúng khỏi các tác động bất lợi của môi trường cũng như khả năng suy giảm các tính chất của vật liệu.","Bao gồm tất cả các yếu tố 1,2,3.",4,Điểm 2.2.3 Quy chuẩn xây dựng 03-2022
133,Theo tiêu chuẩn quốc gia về Đóng và ép cọc - thi công và nghiệm thu: Lực ép nhỏ nhất (Pep)min (The minimum jacking load) là gì?,"Lực ép do Nhà thiết kế quy định để đảm bảo tải trọng thiết kế lên cọc, thông thường lấy bằng 150 % đến 200 % tải trọng thiết kế.","Lực ép do Nhà thiết kế quy định để đảm bảo tải trọng thiết kế lên cọc, thông thường lấy bằng 200 % tải trọng thiết kế.","Lực ép do Nhà thiết kế quy định để đảm bảo tải trọng thiết kế lên cọc, thông thường lấy bằng 250 % tải trọng thiết kế.",,1,Điểm 3.5 TCVN 9394-2012
134,Theo tiêu chuẩn quốc gia về Đóng và ép cọc - thi công và nghiệm thu: Lực ép lớn nhất (Pep)max (The maximum jacking load) là gì?,"Lực ép do Nhà thiết kế quy định, không vượt quá sức chịu tải của vật liệu cọc; được tính toán theo kết quả xuyên tĩnh, khi không có kết quả này thì thường lấy bằng 350% tải trọng thiết kế.","Lực ép do Nhà thiết kế quy định, không vượt quá sức chịu tải của vật liệu cọc; được tính toán theo kết quả xuyên tĩnh, khi không có kết quả này thì thường lấy bằng 300% tải trọng thiết kế.","Lực ép do Nhà thiết kế quy định, không vượt quá sức chịu tải của vật liệu cọc; được tính toán theo kết quả xuyên tĩnh, khi không có kết quả này thì thường lấy bằng 200% đến 300% tải trọng thiết kế.",,3,Điểm 3.6 TCVN 9394-2012
135,Lựa chọn thiết bị ép cọc cần thoả mãn các yêu cầu sau:,"Công suất của thiết bị không nhỏ hơn 1,4 lần lực ép lớn nhất do thiết kế quy định.","Lực ép của thiết bị phải đảm bảo tác dụng đúng dọc trục tâm cọc khi ép từ đỉnh cọc và tác dụng đều lên các mặt bên cọc khi ép ôm, không gây ra lực ngang lên cọc.",Thiết bị phải có chứng chỉ kiểm định thời hiệu về đồng hồ đo áp và các van dầu cùng bảng hiệu chỉnh kích do cơ quan có thẩm quyền cấp; Thiết bị ép cọc phải đảm bảo điều kiện vận hành và an toàn lao động khi thi công.,"Bao gồm tất cả các yêu cầu 1,2,3.",4,Điểm 7.1 TCVN 9394-2012
136,Chọn đáp án đúng cho: Quyền và trách nhiệm của người quyết định đầu tư trong quản lý chi phí đầu tư?,"Quyết định giá gói thầu trong kế hoạch lựa chọn nhà thầu, loại hợp đồng, hình thức hợp đồng.","Quyết định duyệt thiết kế, dự toán.",Quyết định duyệt dự toán gói thầu., Quyết định duyệt dự toán xây dựng và mua sắm lắp đặt thiết bị.,1,"Điều 36, Nghị định 10/2021/NĐ-CP"
137,Dự toán gói thầu được xác định cho các gói thầu nào sau đây?,"Gói thầu thi công xây dựng; Gói thầu mua sắm thiết bị.
",Gói thầu lắp đặt thiết bị; Gói thầu tư vấn đầu tư xây dựng.,Gói thầu hỗn hợp.,Tất cả các gói thầu trên.,4,"Khoản 1, Điều 16 Nghị định 10/2021/NĐ-CP"
138,"Theo Quy chế Quản lý đầu tư xây dựng số 1399/QC-HĐTV-QLĐT ngày 02/12/2024, Nội dung báo cáo đề xuất nhu cầu đầu tư dự án mới  trong kế hoạch đầu tư xây dựng gồm nội dung nào?","Sự cần thiết, tính khả thi, hiệu quả và địa điểm xây dựng của dự án.","Nguồn vốn, tổng mức đầu tư dự kiến.",Dự kiến thời gian thực hiện dự án.,Tất cả các nội dung trên.,4,"Khoản 2, Điều 7 Quy chế Quản lý đầu tư xây dựng số 1399/QC-HĐTV-QLĐT ngày 02/12/2024"
139,"Theo Quy chế Quản lý đầu tư xây dựng số 1399/QC-HĐTV-QLĐT ngày 02/12/2024, Ban Quản lý dự án đầu tư xây dựng khu vực được Tổng Giám đốc giao thực hiện quyền và trách nhiệm cụ thể của Người quyết định đầu tư, chủ đầu tư Dự án tại trụ sở chính đối với tổng mức đầu tư có giá trị bao nhiêu?",Dưới 15 tỷ đồng,Dưới 45 tỷ đồng,Dưới 100 tỷ đồng,,1,"Khoản 2, Điều 20 Quy chế Quản lý đầu tư xây dựng số 1399/QC-HĐTV-QLĐT ngày 02/12/2025"
140,"Theo Quy định số 4277/QyĐ-NHNo-QLĐT ngày 17/12/2025, đối với dự án có tổng mức đầu tư dưới 15 tỷ đồng, người đứng đầu đơn vị hoạch chọn thành phần nào là thành viên Ban Điều hành?",Giám đốc hoặc lãnh đạo đơn vị quản lý sử dụng công trình và một số cán bộ thuộc phòng chuyên môn liên quan của đơn vị quản lý sử dụng là thành viên.,Cán bộ phòng Kế toán ngân quỹ của đơn vị kế hoạch.,Cán bộ phòng Tổng hợp của đơn vị kế hoạch.,"Cán bộ phòng Kế toán, Tổng hợp của đơn vị kế hoạch.",1,"Điểm b Khoản 1, Điều 6 Quy định số 4277/QyĐ-NHNo-QLĐT ngày 17/12/2025"
141,"Đơn vị kế hoạch, Ban Quản lý dự án đầu tư xây dựng khu vực tổ chức lập, thẩm định, phê duyệt nhiệm vụ thiết kế đối với dự án được Tổng Giám đốc giao thực hiện có tổng mức đầu tư bao nhiêu?",Dưới 15 tỷ đồng,Dưới 45 tỷ đồng,Dưới 100 tỷ đồng,,1,"Điểm c Khoản 2, Điều 12 Quy định số 4277/QyĐ-NHNo-QLĐT ngày 17/12/2026"
142,"Theo Quy định số 4277/QyĐ-NHNo-QLĐT ngày 17/12/2025, đơn vị nào ký và sử dụng con dấu để trình đề nghị cấp phép xây dựng?","Đơn vị kế hoạch, Ban Quản lý dự án đầu tư xây dựng khu vực ký hồ sơ và sử dụng con dấu của đơn vị mình đề nghị cấp phép xây dựng sau khi thiết kế xây dựng công trình đã được thẩm định, phê duyệt.",Đơn vị sử dụng công trình  ký hồ sơ và sử dụng con dấu của đơn vị mình.,Agribank ký hồ sơ và sử dụng con dấu của Agribank.,,1," Khoản 2, Điều 23 Quy định số 4277/QyĐ-NHNo-QLĐT ngày 17/12/2027"
143,Ai phê duyệt báo cáo kết quả khảo sát xây dựng đối với dự án do Tổng Giám đốc làm chủ đầu tư giao Đơn vị kế hoạch làm đại diện Chủ đầu tư?,Tổng Giám đốc,Đơn vị kế hoạch,Ban Quản lý dự án đầu tư xây dựng khu vực,Ban Quản lý đầu tư nội ngành,2," Khoản 5,  Điều 14, Quy định 4277/QyĐ-NHNo-QLĐT ngày 17/12/2024"
144,"Quy chế Quản lý đầu tư xây dựng số 1399/QC-HĐTV-QLĐT ngày 02/12/2024, hướng dẫn, kiểm tra giám sát việc thực hiện tạm ứng, thanh toán, nhập tài sản cố định dự án đầu tư xây dựng tại các đơn vị liên quan do đơn vị nào thực hiện?",Ban Quản lý dự án đầu tư xây dựng khu vực,Ban Tài chính Kế toán,Ủy Ban đầu tư,Ban Quản lý đầu tư nội ngành,2,"Khoản 4, Điều 18 Quy chế Quản lý đầu tư xây dựng số 1399/QC-HĐTV-QLĐT ngày 02/12/2025"
145,Theo quy định của Luật Xây dựng: Chủ đầu tư phải gửi thông báo về ngày khởi công xây dựng đến cơ quan quản lý Nhà nước về xây dựng tại địa phương trước thời điểm khởi công xây dựng ít nhất bao nhiêu ngày?, Ít nhất 03 ngày làm việc.,  Ít nhất 05 ngày làm việc.,  Ít nhất 07 ngày làm việc.,,1,Điều 107 Luật Xây dựng 2014 (được sửa đổi bởi khoản 39 Điều 1 Luật Xây dựng sửa đổi 2020
146,Loại công tác xây dựng nào trong định mức dự toán được áp dụng bổ sung định mức bốc xếp vận chuyển vật liệu lên cao?,"Các loại công tác xây dựng trong định mức không ghi độ cao như công tác trát, láng, ốp …v.v .., khi thi công ở độ cao > 6m ","Các loại công tác xây dựng trong định mức không ghi độ cao như công tác trát, láng, ốp …v.v .., khi thi công ở độ cao > 16m ","Các loại công tác xây dựng trong định mức không ghi độ cao như công tác trát, láng, ốp …v.v .., khi thi công ở độ cao > 26m ",,1,Phần thuyết minh trong Định mức dự toán xây dựng công trình ban hành kèm theo TT 12/2021/TT-BXD ngày 31/8/2024 
147,"Theo pháp luật về xây dựng: Khi phát hiện nhà thầu thi công không bảo đảm chất lượng, nhà thầu giám sát thi công thực hiện nghĩa vụ gì?"," Không nghiệm thu khối lượng không bảo đảm chất lượng; không phù hợp với tiêu chuẩn áp dụng, quy chuẩn kỹ thuật và theo yêu cầu của thiết kế công trình; Từ chối nghiệm thu khi công trình không đạt yêu cầu chất lượng.",Báo cáo Chủ đầu tư để xử lý và kết luận.,"Đình chỉ thi công, báo cáo chủ đầu tư để xử lý và kết luận.",,1,Khoản 2 Điều 122 Luật Xây dựng 2014
148,"Theo Luật đầu tư công, Dự án nhóm B thuộc lĩnh vực xây dựng dân dụng (trừ xây dựng khu nhà ở) là dự án có tổng mức đầu tư trong khoảng bao nhiêu tỷ đồng?",Từ 70 tỷ đồng đến dưới 800 tỷ đồng,Từ 90 tỷ đồng đến dưới 1600 tỷ đồng,Từ 800 tỷ đồng trở lên,,2,Khoản 4 Điều 10 Luật đầu tư công số 58/2024/QH15
149,Nhà thầu thiết kế có nghĩa vụ gì sau đây trong quá trình thi công xây dựng?,Giám sát tác giả của nhà thầu thiết kế trong quá trình thi công xây dựng.,Thay đổi thiết kế,Không thực hiện nhiệm vị gì,Tính toán dự toán thay đổi thiết kế,1,"Điểm d, khoản 2 Điều 86 Luật Xây dựng"
150,"Đối với gói thầu xây lắp, mẫu hồ sơ nào được sử dụng để lập E-HSMT áp dụng hình thức đấu thầu rộng rãi, đấu thầu hạn chế theo phương thức một giai đoạn hai túi hồ sơ?",Mẫu số 3B,Mẫu số 3C,Mẫu số 4B,Mẫu số 4C,1,Điểm b Khoản 3 Điều 4  Thông tư số 79/2025/TT-BTC
151,"Theo Văn bản số 4389/NHNo-TCKT, chọn đáp án đúng đối với thuê tài chính tài sản cố định?",Phải thực hiện trích khấu hao tài sản cố định,Không trích khấu hao ,,,1,Điểm g Khoản 1 Mục II Phần 2 Văn bản số 4389/NHNo-TCKT
152,Theo Văn bản số 4389/NHNo-TCKT ngày 21/6/2013 thời gian Agribank áp dụng trích khấu hao đối với tài sản cố định là Nhà làm việc cấp II là bao nhiêu năm?,25 năm ,27 năm ,30 năm ,35 năm,1,Phụ lục 01 văn bản số 4389/NHNo-TCKT ngày 21/6/2013
153,"Theo Văn bản số 4389/NHNo-TCKT, những nội dung nào về Quyền sử dụng đất không được ghi nhận là tài sản cố định vô hình?",Quyền sử dụng đất được Nhà nước giao không thu tiền sử dụng đất,Thuê đất trả tiền thuê một lần cho cả thời gian thuê nhưng không được cấp giấy chứng nhận quyền sử dụng đất thì tiền thuê đất được phân bổ dần vào chi phí kinh doanh theo số năm thuê đất,Thuê đất trả tiền hằng năm thì tiền thuê đất được hạch toán vào chi phí hoạt động kinh doanh trong kỳ tương ứng số tiền thuê đất trả tiền hằng năm,Cả 3 đáp án trên đều đúng,4,Điểm c khoản 3.2 phần II Văn bản số 4389
154,"Theo Văn bản số 4389/NHNo-TCKT, thời gian Agribank áp dụng trích khấu hao tài sản cố định đối với máy phát điện là bao nhiêu năm?",7 năm ,8 năm ,9 năm ,10 năm,1,Phụ lục 1 Văn bản số 4389/NHNo-TCKT
155,"Theo Văn bản số 4389/NHNo-TCKT, thời gian Agribank áp dụng trích khấu hao tài sản cố định đối với máy ATM là bao nhiêu năm?",3 năm ,6 năm ,7 năm ,8 năm,1,Phụ lục 1 Văn bản số 4389/NHNo-TCKT
156,"Theo Văn bản số 4389/NHNo-TCKT, thời gian Agribank áp dụng trích khấu hao tài sản cố định đối với phương tiện vận tải đường bộ là bao lâu?",10 năm ,12 năm ,6 năm ,8 năm,3,Phụ lục 1 Văn bản số 4389/NHNo-TCKT
157,"Theo Văn bản số 4389/NHNo-TCKT, thời gian Agribank áp dụng trích khấu hao tài sản cố định đối với nhà làm việc cấp III là bao nhiêu năm?",25 năm ,20 năm ,15 năm ,30 năm,3,Phụ lục 1 Văn bản số 4389/NHNo-TCKT
158,"Theo Văn bản số 4389/NHNo-TCKT, chọn đáp án đúng đối với Giá trị quyền sử dụng đất và tài sản hình thành từ quỹ phúc lợi?",Trích chi phí sửa chữa tài sản cố định,Không phải thực hiện trích chi phí sửa chữa tài sản cố định,,,2,Khoản 3 Mục III Phần 2 Văn bản số 4389/NHNo-TCKT
159,"Theo Văn bản 4389/NHNo-TCKT ngày 21/6/2013, Nguyên giá tài sản phải được xác định một cách tin cậy và có giá trị?",Từ 40 triệu đồng trở lên,Từ 45 triệu đồng trở lên,Từ 30 triệu đồng trở lên,Từ 35 triệu đồng trở lên,3,Ý c Điểm 1 mục I phần 2 Văn bản 4389/NHNo-TCKT ngày 21/6/2013 về hướng dẫn quản lý sử dụng và trích khấu hao tài sản cố định
160,Theo Văn bản số 4389/NHNo-TCKT ngày 21/6/2013 thời gian Agribank áp dụng trích khấu hao đối với tài sản cố định là máy photocopy?,5 năm ,6 năm ,7 năm ,10 năm,1,Phụ lục 01 văn bản số 4389/NHNo-TCKT ngày 21/6/2013
161,"Theo Nghị định 99/2021/NĐ-CP, chi phí kiểm toán độc lập trong quyết toán dự án hoàn thành là?","Là chi phí thuộc nội dung chi phí khác trong tổng mức đầu tư được duyệt (hoặc điều chỉnh) của dự án, giá trị quyết toán vốn đầu tư công dự án hoàn thành.",Là chi phí hoạt động kinh doanh của chủ đầu tư.,Là chi phí thuộc chi phí dự phòng trong dự án đầu tư.,,1,Điều 46 Nghị định 99/2021/NĐ-CP 
162,"Theo Nghị định 99/2021/NĐ-CP, chi phí thẩm tra quyết toán tối thiểu là?","Tối thiểu là 0,5 triệu đồng.",Tối thiểu là 1 triệu đồng cộng thêm thuế giá trị gia tăng.,Tối thiểu 2 triệu đồng cộng thêm thuế giá trị gia tăng.,Tối thiểu là 3 triệu đồng cộng thêm thuế giá trị gia tăng.,1,"Điểm c, Khoản 1 Điều 46 Nghị định 99/2021/NĐ-CP "
163,"Theo Nghị định 99/2021/NĐ-CP, quy định về vốn đầu tư được quyết toán nào sau đây là đúng?",Vốn đầu tư được quyết toán là toàn bộ chi phí thực hiện trong quá trình đầu tư dự án.,Chi phí đầu tư được quyết toán thuộc giới hạn tổng mức đầu tư được duyệt.,"Vốn đầu tư được quyết toán là toàn bộ chi phí hợp pháp thực hiện trong quá trình đầu tư để đưa dự án vào khai thác, sử dụng.",,3,Điều 31 Nghị định 99/2021/NĐ-CP
164,"Theo Nghị định 99/2021/NĐ-CP, Báo cáo quyết toán vốn đầu tư công dự án hoàn thành phải xác định đẩy đủ, chính xác các nội dung nào?","Chi phí vốn đầu tư.
Tổng Chi phí đầu tư đề nghị quyết toán hoàn thành.",Chi phí thiệt hại trong quá trình đầu tư.,"Chi phí được phép không tính vào giá trị tài sản.
Giá trị tài sản hình thành sau đầu tư.",Bao gồm tất cả các đáp án,4,"Khoản 1, Điều 33 Nghị định 99/2021/NĐ-CP"
