id,cauhoi,dapan1,dapan2,dapan3,dapan4,dapandung,trichdan
236,"Theo Luật Phòng, chống rửa tiền năm 2022, để nhận biết khách hàng, Agribank phải thu thập thông tin nào dưới đây?","Thông tin nhận dạng khách hàng, kể cả thông tin về người đại diện của khách hàng cá nhân (nếu có).",Thông tin về chủ sở hữu hưởng lợi.,Mục đích và bản chất của mối quan hệ kinh doanh của khách hàng với đối tượng báo cáo.,Tất cả các đáp án trên.,4,"Điều 10 Luật Phòng, chống rửa tiền năm 2022"
237,"Theo Luật Phòng, chống rửa tiền năm 2022, thông tin nhận dạng khách hàng tổ chức bao gồm cả thông tin của những người có liên quan nào sau đây? ","Thông tin về người thành lập, người đại diện theo pháp luật, Giám đốc hoặc Tổng Giám đốc, Kế toán trưởng hoặc người phụ trách kế toán (nếu có) của tổ chức.","Thông tin về người đại diện theo pháp luật, Giám đốc hoặc Tổng Giám đốc, Kế toán trưởng hoặc người phụ trách kế toán (nếu có) của tổ chức.","Thông tin về Giám đốc hoặc Tổng Giám đốc, Kế toán trưởng hoặc người phụ trách kế toán (nếu có) của tổ chức.",,1,"Điều 10 Luật Phòng, chống rửa tiền năm 2022"
238,"Một trong các thông tin thu thập, cập nhật, xác minh bổ sung đối với khách hàng cá nhân có mức độ rủi ro cao là:",Mức thu nhập trung bình hàng tháng của khách hàng trong thời gian ít nhất 01 năm gần nhất trước thời điểm đánh giá.,Mức thu nhập trung bình hàng tháng của khách hàng trong thời gian ít nhất 06 tháng gần nhất trước thời điểm đánh giá.,Mức thu nhập trung bình hàng tháng của khách hàng trong thời gian ít nhất 03 tháng gần nhất trước thời điểm đánh giá.,Mức thu nhập trung bình hàng tháng của khách hàng trong thời gian ít nhất 02 tháng gần nhất trước thời điểm đánh giá.,2,Khoản 5 Điều 4 Thông tư 09/2023/TT-NHNN
239,"Theo quy định của pháp luật phòng, chống rửa tiền, Agribank phải thu thập, cập nhật, xác minh thông tin liên quan đến nguồn tiền hoặc nguồn tài sản trong giao dịch của đối tượng nào dưới đây?",Khách hàng tổ chức.,Khách hàng có mức độ rủi ro về rửa tiền cao. ,Khách hàng mua vàng miếng thanh toán bằng tiền mặt.,Khách hàng cá nhân.,2,Khoản 5 Điều 4 Thông tư 09/2023/TT-NHNN
240,"Theo Luật Phòng, chống rửa tiền năm 2022, thời hạn lưu trữ thông tin, hồ sơ, tài liệu nhận biết khách hàng là:",05 năm kể từ ngày kết thúc giao dịch hoặc ngày đóng tài khoản hoặc ngày báo cáo.,10 năm kể từ ngày kết thúc giao dịch hoặc ngày đóng tài khoản hoặc ngày báo cáo.,15 năm kể từ ngày kết thúc giao dịch hoặc ngày đóng tài khoản hoặc ngày báo cáo.,Vĩnh viễn,1,"Khoản 2 Điều 38 Luật Phòng, chống rửa tiền năm 2022"
241,"Theo Quyết định số 11/2023/QĐ-TTg ngày 27/4/2023, mức giao dịch có giá trị lớn phải báo cáo Ngân hàng Nhà nước Việt Nam là:",Từ 400 triệu đồng trở lên.,Từ 300 triệu đồng trở lên.,Từ 200 triệu đồng trở lên.,Từ 100 triệu đồng trở lên.,1,Điều 3 Quyết định số 11/2023/QĐ-TTg 
242,"Đối với khách hàng lần đầu mở tài khoản thanh toán, Agribank cần phải thực hiện:",Giám sát khách hàng,Nhận biết khách hàng,Trì hoãn giao dịch,Áp dụng các biện pháp tăng cường,2,Khoản 1 Điều 6 Nghị định số 19/2023/NĐ-CP
243,"Khi khách hàng bổ sung thông tin, tài liệu, trường hợp nào Agribank phải thực hiện nhận biết khách hàng?","Thông tin, tài liệu không trùng khớp với thông tin, tài liệu đã cung cấp trước đó hoặc thông tin, tài liệu do Agribank thu thập, xác định.","Thông tin, tài liệu  trùng khớp với thông tin, tài liệu đã cung cấp trước đó hoặc thông tin, tài liệu do Agribank thu thập, xác định.","Thông tin, tài liệu nhiều hơn so tài liệu đã cung cấp.",,1,Khoản 1 Điều 6 Nghị định số 19/2023/NĐ-CP
244,Tiêu chí đánh giá rủi ro về rửa tiền của ngân hàng thương mại bao gồm tiêu chí nào?,Tiêu chí nguy cơ.,"Tiêu chí mức độ chính xác của chính sách, quy định nội bộ về phòng, chống rửa tiền tại đối tượng báo cáo.","Tiêu chí nguy cơ rửa tiền và tiêu chí mức độ phù hợp của chính sách, quy định nội bộ về phòng, chống rửa tiền tại đối tượng báo cáo.",,3,Khoản 1 Điều 3 Thông tư số 09/2023/TT-NHNN
245,Các mức độ nguy cơ rửa tiền của ngân hàng thương mại gồm:,"Thấp, Trung bình thấp, Trung bình, Trung bình cao, Cao.","Thấp, Trung bình, Cao.","Thấp, Cao.","Thấp, Trung bình, Cao, Rất cao.",1,Khoản 4 Điều 3 Thông tư 09/2023/TT-NHNN
246,"Tổ chức tín dụng phải đào tạo kiến thức cơ bản về phòng, chống rửa tiền cho nhân viên trong thời hạn bao lâu kể từ ngày được tuyển dụng?",Không có quy định của pháp luật về nội dung này.,3 tháng.,6 tháng.,12 tháng.,3,Khoản 6 Điều 5 Thông tư 09/2023/TT-NHNN
247,"Chọn đáp án đúng nhất theo quy định của Luật Phòng, chống rửa tiền năm 2022:",Việc báo cáo giao dịch đáng ngờ phụ thuộc vào lượng tiền giao dịch của khách hàng.,Việc báo cáo giao dịch đáng ngờ thực hiện khi giao dịch đó đã hoàn thành.,"Việc báo cáo giao dịch đáng ngờ không phụ thuộc vào lượng tiền giao dịch của khách hàng, giao dịch đó đã hoàn thành hay chưa.",,3,Khoản 2 Điều 7 Thông tư số 09/2023/TT-NHNN
248,"Trường hợp mua lại bất động sản do việc xử lý nợ, ngân hàng thương mại phải bảo đảm tỷ lệ giá trị còn lại của tài sản cố định như thế nào?",Không được vượt quá 50% vốn điều lệ và quỹ dự trữ bổ sung vốn điều lệ ghi trên sổ sách kế toán,Không được vượt quá 100% vốn điều lệ và quỹ dự trữ bổ sung vốn điều lệ ghi trên sổ sách kế toán,Không được vượt quá 70% vốn điều lệ và quỹ dự trữ bổ sung vốn điều lệ ghi trên sổ sách kế toán,Không được vượt quá 55% vốn điều lệ và quỹ dự trữ bổ sung vốn điều lệ ghi trên sổ sách kế toán,1,Khoản 3 Điều 144 Luật các TCTD 2024
249,"Nếu không trong trường hợp đang được kiểm soát đặc biệt, kể từ ngày kết thúc năm tài chính, trong thời hạn bao lâu thì tổ chức tín dụng phải công khai các báo cáo tài chính theo Luật các Tổ chức tín dụng 2024?",60 ngày,90 ngày,120 ngày,30 ngày,3,Điều 154 Luật các TCTD 2024
250,"Theo Luật các Tổ chức tín dụng 2024, tổ chức tín dụng được Ngân hàng Nhà nước xem xét, quyết định thực hiện can thiệp sớm trong trường hợp nào sau đây?",Xếp hạng mức trung bình theo quy định của Thống đốc Ngân hàng Nhà nước,"Số lỗ lũy kế lớn hơn 15% giá trị của vốn điều lệ, vốn được cấp và các quỹ dự trữ ghi trong báo cáo tài chính đã được kiểm toán gần nhất",Vi phạm tỷ lệ an toàn vốn tối thiểu quy định tại điểm b khoản 1 Điều 138 của Luật này trong thời gian 09 tháng liên tục,Tất cả các đáp án trên đều đúng,2,"Khoản 1, Điều 156 Luật các TCTD 2024"
251,Theo Quy định số 238/QĐ-HĐTV-TTh  đồng phục đối với nữ được Quy định như nào?,Chân váy ngang gối trở xuống hoặc quần âu màu đen hoặc xanh đen,Áo vest màu đen hoặc xanh đen cùng màu với màu chân váy/quần,Nơ màu đỏ booc đô,Giày công sở hoặc dép có quai hậu màu đen; thắt lưng màu đen,1,Điểm b Khoản 1 Điều 4 Quy định số 238/QĐ-HĐTV-TTh ngày 07/5/2021
252,"Theo Quy định số 238/QĐ-HĐTV-TTh, đồng phục áo dài đối với nữ được Quy định như nào?","Áo dài truyền thống, màu đỏ booc đô, viền cổ vàng; quần màu vàng","Áo dài truyền thống, có cổ, màu đỏ booc đô; quần màu vàng","Áo dài truyền thống, không cổ, màu đỏ booc đô; quần màu vàng","Áo dài truyền thống, màu đỏ booc đô; quần màu đỏ",2,Điểm b Khoản 1 Điều 4 Quy định số 238/QĐ-HĐTV-TTh ngày 07/5/2021
253,"Theo Quy định số 238/QĐ-HĐTV-TTh, Lễ phục được quy định thế nào trong hệ thống Agribank?","Nam: Quần âu màu đen hoặc xanh đen. Áo sơ mi trắng trơn, dài hoặc ngắn tay, cố Đức, áo bỏ trong quần. Áo vest màu đen hoặc xanh đen cùng màu với màu quần. Caravat màu đỏ booc đô. Nữ: Áo dài truyền thống, có cổ, màu đỏ booc đô; quần màu đỏ. ","Nam: Quần âu màu đen hoặc xanh đen. Áo sơ mi trắng trơn, dài hoặc ngắn tay, cố Đức, áo bỏ trong quần. Áo vest màu đen hoặc xanh đen cùng màu với màu quần. Caravat màu đỏ booc đô. Nữ: Áo dài truyền thống, có cổ, màu đỏ booc đô; quần màu vàng. ","Nam: Bộ vest màu đen hoặc xanh đen, sơ mi trắng dài tay, thắt caravat màu đỏ booc đô. Nữ: Áo dài truyền thống, có cổ, màu đỏ booc đô; quần màu vàng. ",Đáp án 2 và 3,3,Khoản 2 Điều 4 Quy định số 238/QĐ-HĐTV-TTh ngày 07/5/2021
254,"Theo Quy định số 238/QĐ-HĐTV-TTh ngày 07/5/2021, Trang phục đối với nữ trong thời gian mang thai được quy định thế nào?","Chân váy ngang gối trở xuống hoặc quần âu màu đen hoặc xanh đen; Áo sơ mi trắng trơn, dài hoặc ngắn tay (phù hợp với người đang trong thời gian mang thai). Áo vest màu đen hoặc xanh đen cùng màu với màu chân váy/quần","Váy liền: Phần thân trên (áo) màu trắng trơn, dài hoặc ngắn tay; phần thân dưới (chân váy) ngang gối trở xuống màu đen hoặc xanh đen. Áo vest màu đen hoặc xanh đen cùng màu với màu chân váy/quần","Váy/áo yếm màu đen hoặc xanh đen, bên trong áo trắng trơn, dài hoặc ngắn tay. Áo vest màu đen hoặc xanh đen cùng màu với màu chân váy/quần",Lựa chọn 1 trong 3 trang phục trên,4,Điểm c Khoản 1 Điều 4 Quy định số 238/QĐ-HĐTV-TTh ngày 07/5/2021
255,"Theo Quy định số 238/QĐ-HĐTV-TTh,  trang phục nào không đúng với quy định về trang phục đối với nữ trong thời gian mang thai?","Chân váy ngang gối trở xuống hoặc quần âu màu đen hoặc xanh đen; Áo sơ mi trắng trơn, dài hoặc ngắn tay (phù hợp với người đang trong thời gian mang thai). Áo vest màu đen hoặc xanh đen cùng màu với màu chân váy/quần","Váy liền, váy/áo yếm lịch sự phù hợp với người đang trong thời gian mang thai","Váy/áo yếm màu đen hoặc xanh đen, bên trong áo trắng trơn, dài hoặc ngắn tay. Áo vest màu đen hoặc xanh đen cùng màu với màu chân váy/quần","Váy liền: Phần thân trên (áo) màu trắng trơn, dài hoặc ngắn tay; phần thân dưới (chân váy) ngang gối trở xuống màu đen hoặc xanh đen. Áo vest màu đen hoặc xanh đen cùng màu với màu chân váy/quần",2,Điểm c Khoản 1 Điều 4 Quy định số 238/QĐ-HĐTV-TTh ngày 07/5/2021
256,Hành vi nào KHÔNG đúng khi nói chuyện điện thoại?,Nhấc máy sau hồi chuông thứ 2,"Giữ thái độ hòa nhã, bình tĩnh","Nói ngắn gọn, tránh lòng vòng, rườm rà",Ngắt điện thoại khi  khách hàng tranh cãi,4,Cẩm nang văn hóa Agribank 
257,"Trong ứng xử với khách hàng và đối tác, cán bộ Agribank cần có thái độ như thế nào?","Tôn trọng, lịch sự, chân thành, thân thiện, đúng mực"," Tôn trọng, lịch sự, nhường nhịn, gần gũi","Tôn trọng, lịch sự, thân thiện, nhiệt tình","Tôn trọng, lịch sự, thẳng thắn, thân thiện.",1,Cẩm nang văn hóa Agribank 
258,Cán bộ Agribank được phép vỗ vai khách hàng trong trường hợp nào sau đây?,"Khách hàng đã quan hệ lâu năm để thể hiện sự thân mật, gần gũi.","Để chia sẻ, an ủi.",Khách hàng là người ít tuổi hơn.,Không được phép.,4,Cẩm nang văn hóa Agribank 
259,Theo Cẩm nang văn hóa Agribank người được chào phải chào lại trong trường hợp nào?,Người chào ít tuổi hơn.,Người chào có chức vụ cao hơn.,Người chào làm cùng bộ phận.,Tất cả các đáp án trên.,4,Cẩm nang văn hóa Agribank 
260,Vị trí ngồi giữa ở ghế sau trong xe ô tô con 4 chỗ dành cho đối tượng nào?,Đối tượng ưu tiên số 1.,Đối tượng ưu tiên số 2.,Người có chức vụ thấp hơn.,Người có chức vụ cao hơn.,3,Cẩm nang văn hóa Agribank 
261,"Theo quy định hiện hành, cán bộ Agribank có được nhận quà tặng có giá trị nhỏ từ khách hàng, đối tác không?",Không được phép.,Được phép,,,1,Cẩm nang văn hóa Agribank 
262,Các hành vi KHÔNG được thực hiện khi tham gia hội họp là:,Nói chuyện điện thoại hoặc nhắn tin ,Không để điện thoại ở chế độ im lặng,"Nói chuyện riêng, làm việc riêng ",Tất cả các phương án nêu trên ,4,Cẩm nang văn hóa Agribank 
263,"Theo cẩm nang văn hóa Agribank, các hành vi KHÔNG nên thực hiện trong thang máy: ",Trao đổi công việc ,"Nói chuyện, nói điện thoại","Ăn uống, hút thuốc lá",Tất cả các phương án nêu trên ,4,Cẩm nang văn hóa Agribank 
264,Đặc trưng văn hóa Agribank KHÔNG bao gồm đặc tính nào sau đây?,Thân thiện.,Tam nông.,Hội nhập.,,3,Đặc trưng văn hóa Agribank – Cẩm nang văn hóa Agribank
265,"Theo Cẩm nang văn hóa Agribank, Tầm nhìn của Agribank là:",Tăng trưởng - an toàn - hiệu quả - bền vững.,Phát triển - an toàn - hiệu quả - bền vững.,Tăng trưởng - phát triển - bền vững - hiệu quả,,1,Tầm nhìn của Agribank – Cẩm nang văn hóa Agribank
266,"Khi bắt tay, cán bộ Agribank ứng xử như thế nào?",Cấp trên chủ động bắt tay cấp dưới.,Người ít tuổi chủ động bắt tay người lớn tuổi hơn.,Bắt tay từ người có chức vụ thấp đến người có chức vụ cao.,,1,Chuẩn mực trong Chào hỏi – Cẩm nang văn hóa Agribank
267,Cách ứng xử nào KHÔNG đúng sau khi nhận danh thiếp?,Sử dụng 2 tay khi nhận danh thiếp,Đọc những thông tin cơ bản ghi trên danh thiếp.,Cẩn thận cất ngay vào túi áo ngực.,,3,Chuẩn mực trong giới thiệu và tự giới thiệu – Cẩm nang văn hóa Agribank
268,Anh/chị xử lý thế nào trong trường hợp KHÔNG có đủ danh thiếp cho tất cả thành viên trong đoàn làm việc của đối tác?,Trao danh thiếp cho một số người ở gần.,Trao hết số danh thiếp mình có và xin lỗi những người không được nhận.,Chỉ cần đưa danh thiếp cho người dẫn đầu đoàn đối tác kèm theo lời tự giới thiệu.,,3,Chuẩn mực trong giới thiệu và tự giới thiệu – Cẩm nang văn hóa Agribank
269,Việc giới thiệu và tự giới thiệu trong văn hóa Agribank được thực hiện theo thứ tự nào?,"Giới thiệu bản thân rồi đến những người đi cùng, giới thiệu người có chức vụ thấp rồi đến cao.","Giới thiệu bản thân rồi đến những người đi cùng, giới thiệu người có chức vụ cao rồi đến thấp.","Giới thiệu những người đi cùng rồi đến bản thân, giới thiệu người có chức vụ cao rồi đến thấp.",,3,Chuẩn mực trong giới thiệu và tự giới thiệu – Cẩm nang văn hóa Agribank
270,"Theo Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023, đối tượng áp dụng các quy định chính sách chăm sóc khách hàng trong hệ thống Agribank là:","Khách hàng cá nhân, tổ chức","Đơn vị thành viên Trụ sở chính, Chi nhánh loại I,II và các đơn vị cá nhân có liên quan thuộc Agribank",Công ty con,Cả đáp án 1 và 2,4,"Điều 1,Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023"
271,"Theo Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023, tin nhắn SMS Brandname là: ",Tin nhắn thương hiệu Agribank,Tín nhắn thương hiệu,Tin nhắn của E Mobile Agribank,,1,"K8 Điều 2,Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023"
272,"Theo Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023, nguyên tắc về chăm sóc, phục vụ, xử lý giao dịch đối với một khách hàng được quản lý và áp dụng thế nào trong toàn hệ thống?",Áp dụng thống nhất giữa các Chi nhánh trong toàn hệ thống,Áp dụng riêng đối với Chi nhánh loại I,Áp dụng riêng đối với Chi nhánh loại II,,1,"K2 Điều 3,Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023"
273,"Theo Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023, Nguyên tắc thực hiện các Chính sách chăm sóc khách hàng buộc phải phù hợp với các yếu tố nào sau đây? ","Định hướng, chiến lược phát triển, tình hình thực tế và mục tiêu kinh doanh của Agribank trong từng thời kỳ",Mục tiêu kinh doanh của các Chi nhánh trong từng thời kỳ,"Định hướng, chiến lược của các đơn vị trực thuộc trong hệ thống Agribank",,1,"K1 Điều 3,Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023"
274,"Theo Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023, khi thực hiện các Chính sách chăm sóc khách hàng buộc phải tuân thủ các quy định nào sau đây?",Quy định pháp luật Việt Nam,Quy định của Ngân hàng Nhà nước,Của định của Agribank,Tất cả các đáp án trên,4,"K1 Điều 3,Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023"
275,"Thời gian phản hồi các đơn vị, cộng tác viên về việc xử lý tin bài trên website tối đa trong bao lâu?",Trong ngày nhận thông tin,24h,2 ngày làm việc kể từ khi nhận được thông tin,Trong tuần,3,Điều 5 Mục I chương II QĐ 1206/QĐ-NHNo-TTh
276," Theo VBHN số 8494/VBHN-NHNo-TTh, nội dung nào dưới đây vi phạm nguyên tắc làm việc với phóng viên báo chí khi phóng viên chủ động đến làm việc tại Agribank?","Không né tránh, không từ chối làm việc, không tỏ thái độ bất hợp tác. Không đe dọa, tranh cãi với phóng viên.","Trao đổi qua điện thoại. Ghi chép, ghi âm lại nội dung trao đổi với phóng viên trong quá trình làm việc.","Nói chậm rãi, rõ ràng, mạch lạc, không vòng vo. Không sử dụng những từ ngữ quá chuyên môn dễ gây hiểu nhầm cho người nghe.","Khi chưa có câu trả lời, hẹn lịch làm việc với phóng viên sau khi chuẩn bị đầy đủ thông tin. Không cung cấp những thông tin không chính xác, không nhất quán, không đủ bằng chứng. Không nói ngoài lề, không bình luận, không nêu quan điểm cá nhân.",2, Mục 3 Điều 15 Văn bản hợp nhất số 8494/VBHN-NHNo-TTh
277,"Theo Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023, đơn vị nào là đầu mối chăm sóc khách hàng tổ chức trong hệ thống Agribank?",Ban Khách hàng doanh nghiệp,Ban Khách hàng cá nhân,Ban Chính sách tín dụng,,1,"K1 Điều 4,Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023"
278,"Theo Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023, đơn vị nào là đầu mối chăm sóc khách hàng cá nhân trong trường hợp khách hàng mở tài khoản tại Trụ sở chính?",Ban Khách hàng cá nhân,Trung tâm Chăm sóc khách hàng,Ban Tài chính - Kế toán,,1,"K1 Điều 4,Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023"
279,"Theo VBHN số 8494/VBHN-NHNo-TTh, tình huống xuất hiện sự cố truyền thông là khi?","Khách hàng/đối tác phản ứng với thái độ giao dịch của cán bộ, nhân viên và chất lượng sản phẩm, dịch vụ của Agribank.","Khi có những thông tin, tin đồn tiêu cực về sự việc đã được lan truyền trong cộng đồng; đăng tải trên báo chí, mạng xã hội, tin nhắn điện thoại, truyền đơn…","Cán bộ, nhân viên vi phạm nội quy, quy chế, quy trình nghiệp vụ, đạo đức nghề nghiệp.","Sự việc có thiệt hại về người hoặc tài sản như: thiên tai, tai nạn, cháy nổ, trộm, cướp… xảy ra tại đơn vị hoặc khách hàng/đối tác, ảnh hưởng tiêu cực đến uy tín, thương hiệu của Agribank.",2, Khoản 2 Điều 10 Văn bản hợp nhất số 8494/VBHN-NHNo-TTh
280,"Theo VBHN số 8494/VBHN-NHNo-TTh, trong trường hợp cần thiết ai trực tiếp cung cấp thông tin và trả lời phỏng vấn báo chí",Chủ tịch Hội đồng thành viên,Tổng Giám đốc trực tiếp cung cấp thông tin và trả lời phỏng vấn báo chí hoặc chỉ định người thực hiện nhiệm vụ cung cấp thông tin và trả lời phỏng vấn báo chí đối với một nội dung cụ thể,Phó Tổng Giám đốc ,Thành viên Hội đồng thành viên,2, Điều 6 Văn bản hợp nhất số 8494/VBHN-NHNo-TTh
281,"Theo VBHN số 8494/VBHN-NHNo-TTh, sau khi hoàn tất quá trình xử lý sự cố truyền thông, Trưởng Ban xử lý truyền thông, Tổ trưởng Tổ xử lý truyền thông thực hiện :","Tổ chức kiểm tra, đánh giá nhằm phát hiện, rút kinh nghiệm, có biện pháp chấn chỉnh, khắc phục, sửa chữa, hạn chế tối đa không để xảy ra sự cố truyền thông tương tự.","Có hình thức truyền thông phù hợp để thông báo đến cán bộ, nhân viên, công chúng, khách hàng/đối tác về kết quả xử lý sự cố truyền thông và những giải pháp chấn chỉnh, khắc phục, sửa chữa, phục hồi sau sự cố truyền thông.","Thông báo đến cán bộ, nhân viên, công chúng, khách hàng/đối tác về kết quả xử lý sự cố truyền thông và những giải pháp chấn chỉnh, khắc phục, sửa chữa, phục hồi sau sự cố truyền thông.","Đáp án 1,2",4, Mục 1 Điều 16 Văn bản hợp nhất số 8494/VBHN-NHNo-TTh
282,"Theo VBHN số 8494/VBHN-NHNo-TTh, các hình thức cung cấp thông tin đối với bên ngoài trong quá trình xử lý sự cố truyền thông ",Đăng thông báo trên website Agribank,Gửi thông cáo báo chí/ thông tin cho báo chí,"Chủ động tổ chức làm việc trực tiếp (không phải họp báo)với phóng viên báo chí, tổ chức họp báo để cung cấp thông tin",Tất cả các đáp trên,4, Mục 2 Điều 14 Văn bản hợp nhất số 8494/VBHN-NHNo-TTh
283,"Theo VBHN số 8494/VBHN-NHNo-TTh, đối tượng nào áp dụng tại Quy định về công tác phối hợp tuyên truyền và xử lý sự cố truyền thông trong hệ thống Agribank?","Ủy ban, Ban, Trung tâm tại Trụ sở chính; Văn phòng đại diện khu vực; Đơn vị sự nghiệp; Chi nhánh loại I;  Công đoàn; Đoàn Thanh niên Agribank.",Chi nhánh tại nước ngoài.,"Cán bộ, nhân viên, người lao động làm việc trong hệ thống Agribank. ",Tất cả các đáp án trên,4,Điều 1 Văn bản hợp nhất số 8494/VBHN-NHNo-TTh
284,"Theo VBHN số 8494/VBHN-NHNo-TTh, trường hợp nào sau đây thuộc tình huống có nguy cơ dẫn đến sự cố truyền thông?","Thiên tai, tai nạn, cháy nổ, trộm, cướp… xảy ra tại đơn vị hoặc khách hàng/đối tác, ảnh hưởng tiêu cực đến uy tín, thương hiệu Agribank.","Vụ án có liên quan đến đơn vị hoặc khách hàng/đối tác được Tòa án chuẩn bị đưa ra xét xử, ảnh hưởng tiêu cực đến uy tín, thương hiệu của Agribank.","Khi có những thông tin, tin đồn tiêu cực về sự việc đã được lan truyền trong cộng đồng; đăng tải trên báo chí, mạng xã hội, tin nhắn, truyền đơn.",Đáp án 1 và 2,4,Điều 10 Văn bản hợp nhất số 8494/VBHN-NHNo-TTh
285," Theo VBHN số 8494/VBHN-NHNo-TTh, với tình huống có nguy cơ dẫn đến sự cố truyền thông, các chi nhánh không phải thực hiện nội dung nào dưới đây?",Xác minh tính xác thực của sự việc,"Xác định nguyên nhân gây ra sự việc, mức độ thiệt hại, trách nhiệm của đơn vị, cá nhân liên quan, hướng xử lý sự việc.","Trường hợp sự việc được dự báo có khả năng xuất hiện sự cố truyền thông hoặc sự việc chắc chắn xảy ra trong thời gian tới và sẽ đăng tải trên báo chí, mạng xã hội,… Tổ trưởng Tổ xử lý truyền thông phải báo cáo đồng thời Trưởng Ban xử lý truyền thông (qua Thành viên thường trực Ban xử lý truyền thông) và Thành viên Ban xử lý truyền thông là Trưởng Văn phòng đại diện khu vực để phối hợp xử lý kịp thời.","Ngay lập tức hoặc trong vòng tối đa 01 (một) giờ đồng hồ kể từ khi xuất hiện thông tin, Tổ trưởng Tổ xử lý truyền thông tại Đơn vị phát sinh thông tin phải báo cáo đồng thời, chính xác về sự việc, đề xuất biện pháp giải quyết với Thành viên thường trực Ban xử lý truyền thông.",4,Mục 2 Điều 13 Văn bản hợp nhất số 8494/VBHN-NHNo-TTh
286,"Theo Văn bản hợp nhất 8374/VBHN-NHNo-TTh, đâu là cách thức thực hiện đấu tranh với trang mạng xã hội giả mạo, tài khoản mạng xã hội đăng tin sai lệch, xấu độc?"," Agribank tổ chức tập hợp lực lượng, huy động sức mạnh của toàn thể cán bộ trong việc đấu tranh, gỡ bỏ trang mạng xã hội giả mạo sử dụng logo thương hiệu Agribank, tài khoản mạng xã hội đăng tin sai lệch, xấu độc (tổ chức report)","Thực hiện gửi thông tin đến cơ quan chủ quản các mạng xã hội để phối hợp, xác minh và đóng trang mạng xã hội giả mạo sử dụng logo thương hiệu Agribank, tài khoản mạng xã hội đăng tin sai lệch, xấu độc",Phối hợp với các cơ quan chức năng liên quan (khi cần thiết) ,Tất cả các đáp trên,4,Điều 10 Văn bản hợp nhất 8374/VBHN-NHNo-TTh 
287,"Theo Văn bản hợp nhất 8374/VBHN-NHNo-TTh, tại chi nhánh, thành viên Tổ xử lý truyền thông thuộc phòng nào dưới đây? ",Trưởng Phòng Tổng hợp; Trưởng phòng phát sinh sự cố truyền thông và thành viên khác do Giám đốc Chi nhánh quyết định,Trưởng Phòng Khách hàng cá nhân,Trưởng Phòng Khách hàng doanh nghiệp,Trưởng Phòng Tin học,1,Điều 12 Văn bản hợp nhất 8374/VBHN-NHNo-TTh
288,"Theo Văn bản hợp nhất 8374/VBHN-NHNo-TTh, đâu KHÔNG phải là nội dung cán bộ Agribank được làm khi tham gia mạng xã hội ","Đăng tải văn bản, thông tin lưu hành nội bộ trên mạng xã hội; sử dụng mạng xã hội để tuyên truyền, thông tin sai sự thật, kích động, mang tính kỳ thị gây hại cho người khác, ảnh hưởng đến an ninh trật tự, an toàn xã hội, hoạt động của Agribank.",Thực hiện việc định danh tài khoản người sử dụng và tuân thủ nghiêm túc quy định của pháp luật và quy định liên quan của Agribank về sử dụng mạng xã hội. ,"Cùng xây dựng, quản lý hình ảnh, thương hiệu, văn hóa Agribank và triển khai hoạt động truyền thông trên mạng xã hội",Quản lý các kết nối Internet đảm bảo kiểm soát và quản lý việc khai thác tài nguyên Internet theo đúng quy định,1,Điều 15 Văn bản hợp nhất 8374/VBHN-NHNo-TTh
289,"Theo Văn bản hợp nhất 8374/VBHN-NHNo-TTh quy định về quản lý hình ảnh, thương hiệu và hoạt động truyền thông của Agribank trên mạng xã hội ngày 24/6/2024 áp dụng cho đối tượng nào?","Các đơn vị thành viên Trụ sở chính, chi nhánh, cán bộ nhân viên, người lao động Agribank.","Các đơn vị thành viên Trụ sở chính, chi nhánh, công ty con, cán bộ nhân viên, người lao động Agribank",Công ty con Agribank,,1,Điều 2 Văn bản hợp nhất 8374/VBHN-NHNo-TTh 
290,"Theo Văn bản hợp nhất 8374/VBHN-NHNo-TTh, Các trang mạng xã hội của Agribank được thiết lập, duy trì làm gì?","Hỗ trợ hoạt động truyền thông, quảng bá thương hiệu, sản phẩm dịch vụ, thông tin hoạt động của Agribank đến khách hàng và cộng đồng; ","Tiếp nhận và xử lý thông tin, tương tác với khách hàng về các vấn đề liên quan đến Agribank","Là kênh thông tin để các đơn vị, cá nhân Agribank sử dụng đấu tranh với thông tin sai lệch, xấu độc, góp phần bảo vệ hình ảnh, thương hiệu Agribank",Tất cả các đáp án trên,4,Điều 5 Văn bản hợp nhất 8374/VBHN-NHNo-TTh  
