id,cauhoi,dapan1,dapan2,dapan3,dapan4,dapandung,trichdan
67,"Theo QĐ số 2268/QyĐ-NHNo-TD ngày 19/9/2023, Qua kiểm tra nếu phát hiện Agribank nơi cho vay không tuân thủ các nội dung phê duyệt, khoản vay chuyển sang nhóm nợ xấu, khách hàng vay vi phạm HĐTD, HĐBĐ hoặc các dấu hiệu rủi ro khác, người kiểm tra báo cáo đề xuất cấp có thẩm quyền đề xuất xử lý như nào?","Yêu cầu Agribank nơi cho vay báo cáo, làm rõ các nội dung cần thiết.

","Tùy theo mức độ vi phạm, yêu cầu Agribank nơi cho vay tạm ngừng cho vay, thu hồi nợ trước hạn, bổ sung TSBĐ, hoặc các biện pháp khác phù hợp với quy định.", Yêu cầu Agribank nơi cho vay tiến hành xử lý và báo cáo kết quả kiểm tra.,"Tất cả các đáp án trên.
",4,Theo điểm a khoản 5 Điều 65 QĐ số 2268/QyĐ-NHNo-TD ngày 19/9/2023
68,"Theo QĐ số 2268/QyĐ-NHNo-TD ngày 19/9/2023, kết quả kiểm tra khách hàng vượt thẩm quyền được báo cáo cho ai?",HĐTV.,Tổng Giám đốc.,Trưởng Ban Thẩm định và phê duyệt tín dụng.,Người phê duyệt vượt thẩm quyền.,4,Theo điểm b khoản 5 Điều 65 QĐ số 2268/QyĐ-NHNo-TD ngày 19/9/2023
69,"Theo Quy định số 25/QyĐ-NHNo- TD ngày 13/01/2022, tiêu chí xác định khoản nợ là khoản cấp tín dụng có vấn đề là:","Khoản cấp tín dụng được phân loại nợ từ nhóm 2 đến nhóm 5; Khoản cấp tín dụng được giữ nguyên nhóm nợ khi thực hiện cơ cấu lại thời hạn trả nợ, miễn giảm lãi, phí theo quy định của Agribank.",Khoản cấp tín dụng đã được xử lý rủi ro bằng nguồn dự phòng của Agribank.,Khoản nợ đã bán cho VAMC thanh toán bằng Trái phiếu đặc biệt.,Tất cả các đáp án trên.,4,"Điều 6, QĐ 25/QyĐ-NHNo- TD ngày 13/01/2022"
70,"Theo QĐ số 2268/QyĐ-NHNo-TD ngày 19/9/2023, Kiểm tra sử dụng vốn vay đối với khách hàng cá nhân (trừ DNTN) thực hiện chậm nhất trong vòng bao nhiêu ngày kể từ ngày giải ngân vốn vay?",Chậm nhất trong vòng 60 ngày.,Chậm nhất trong vòng 45 ngày.,Chậm nhất trong vòng 30 ngày.,Chậm nhất trong vòng 15 ngày. ,1,Điểm b Khoản 1 Điều 63  Quy định số 2268/QyĐ-NHNo-TD ngày 19/9/2023
71,"Theo QĐ số 2268/QyĐ-NHNo-TD ngày 19/9/2023, Agribank tạm ngừng cho vay, chấm dứt cho vay, thu hồi nợ trước hạn trong các trường hợp nào?",Khi phát hiện khách hàng cung cấp thông tin sai sự thật; Khách hàng vi phạm thỏa thuận trong HĐTD và/hoặc HĐBĐ.,Các trường hợp khác có nguy cơ ảnh hưởng đến khả năng trả nợ của khách hàng.,"Quyết định theo kết luận của cơ quan thanh tra, kiểm tra, kiểm toán.
",Tất cả các đáp án trên đều đúng.,4,Khoản 1 Điều 62  Quy định số 2268/QyĐ-NHNo-TD ngày 19/9/2023
72,"Theo QĐ số 2268/QyĐ-NHNo-TD ngày 19/9/2023, Agribank xem xét xác định và thỏa thuận với khách hàng thời gian duy trì hạn mức tối đa (đối với cho vay theo hạn mức quy mô nhỏ khách hàng cá nhân) là bao nhiêu tháng?",Tối đa 36 tháng.,Tối đa 24 tháng.,Tối đa 12 tháng.,Tối đa 06 tháng.,1,Khoản 1 Điều 24  Quy định số 2268/QyĐ-NHNo-TD ngày 19/9/2023
73,"Theo QĐ số 2268/QyĐ-NHNo-TD ngày 19/9/2023, kiểm tra sử dụng vốn vay đối với khách hàng pháp nhân, DNTN thực hiện chậm nhất trong vòng bao nhiêu ngày kể từ ngày giải ngân vốn vay?",Chậm nhất trong vòng 30 ngày.,Chậm nhất trong vòng 20 ngày.,Chậm nhất trong vòng 15 ngày. ,Chậm nhất trong vòng 10 ngày. ,1,Tiết (i) Điểm a Khoản 1 Điều 63  Quy định số 2268/QyĐ-NHNo-TD ngày 19/9/2023
74,"Theo QĐ số 2268/QyĐ-NHNo-TD ngày 19/9/2023, thời điểm kiểm tra tại Agribank nơi phê duyệt vượt thẩm quyền đối với khách hàng vay vốn đầu tư dự án đang triển khai là:",Tối thiểu sau 06 tháng kể từ ngày giải ngân đầu tiên và một năm ít nhất 01 lần đối với các lần kiểm tra tiếp theo.,Tối thiểu sau 03 tháng kể từ ngày giải ngân đầu tiên và một năm ít nhất 01 lần đối với các lần kiểm tra tiếp theo.,Tối thiểu sau 02 tháng kể từ ngày giải ngân đầu tiên và một năm ít nhất 01 lần đối với các lần kiểm tra tiếp theo.,Tối thiểu sau 01 tháng kể từ ngày giải ngân đầu tiên và một năm ít nhất 01 lần đối với các lần kiểm tra tiếp theo.,1,Điểm b Khoản 2 Điều 65  Quy định số 2268/QyĐ-NHNo-TD ngày 19/9/2023
75,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, các yêu cầu, nguyên tắc đối với hoạt động kiểm tra nội bộ?"," - Hoạt động kiểm tra nội bộ phải được thực hiện theo chương  kế hoạch đã được Cấp có thẩm quyền phê duyệt hoặc kiểm tra đột xuất theo quy định nội bộ của Agribank; phải tuân thủ quy định của pháp luật, NHNN và quy định nội bộ của Agribank; 
","Tuân thủ theo nguyên tắc phòng ngừa, ngăn chặn rủi ro; phản ánh độc lập, khách quan, trung thực, chính xác, không định kiến, không làm ảnh hưởng đến hoạt động bình thường của đơn vị được kiểm tra; căn cứ kết quả giám sát, kiểm tra phải kiến nghị khắc phục, chỉnh sửa các tồn tại, vi phạm, sai phạm kịp thời, đề xuất xử lý phù hợp theo quy định của pháp luật và quy định nội bộ của Agribank."," Tuân thủ quy định về cung cấp, bảo mật thông tin và quy chế công bố thông tin của Agribank.",Tất cả các đáp án trên.,4,Theo Điều 3 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021.
76,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, Đối với hoạt động kiểm tra, các Đơn vị đầu mối kiểm tra tại Trụ sở chính thực hiện các nội dung nào?"," Gửi thông báo kế hoạch, đề cương kiểm tra đã được Cấp có thẩm quyền phê duyệt cho các đơn vị kiểm tra liên quan để phối hợp thực hiện.
 Đề xuất Trưởng đoàn kiểm tra, thành phần Đoàn kiểm tra.
 Trình thành lập Đoàn kiểm tra theo kế hoạch, đề cương đã được Cấp có thẩm quyền phê duyệt.
"," Trình thành lập Đoàn kiểm tra kiểm tra đột xuất, kiểm tra, xác minh đơn thư, phúc tra (nếu có).
 Rà soát, điều chỉnh, bổ sung kế hoạch, đề cương kiểm tra, thành phần Đoàn kiểm tra (nếu có) trình Cấp có thẩm quyền phê duyệt.

","  Tổ chức, triển khai thực hiện kiểm tra tại đơn vị được kiểm tra theo kế hoạch, chương trình đã được Cấp có thẩm quyền phê duyệt.
  Báo cáo, xin ý kiến chỉ đạo của Cấp có thẩm quyền xử lý ngay các trường hợp: Đơn vị được kiểm tra có vi phạm nghiêm trọng, xảy ra rủi ro cao, tổn thất lớn được các Đoàn kiểm tra phát hiện qua kiểm tra; các nội dung có liên quan cần giải quyết vượt thẩm quyền của Đoàn kiểm tra, đơn vị đầu mối kiểm tra...
 Tổng hợp, báo cáo kết quả kiểm tra, đề xuất Cấp có thẩm quyền xử lý sau kiểm tra.",Tất cả các đáp án trên.,4,Theo điểm b Khoản 3 Điều 10 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021.
77,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, Thời hiệu kiểm tra là gì?",Thời hiệu kiểm tra là khoảng thời gian từ ngày đầu tiên của năm kế hoạch kiểm tra đến thời điểm kiểm tra.,"Thời hiệu kiểm tra là khoảng thời gian phát sinh các hoạt động, nghiệp vụ, giao dịch tại đơn vị được kiểm tra mà Đoàn kiểm tra thực hiện kiểm tra.",Thời hiệu kiểm tra là khoảng thời gian từ ngày đầu của năm tài chính đến thời điểm cần kiểm tra phát sinh các giao dịch.,,2,Theo Khoản 2 Điều 11 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021.
78,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, Đơn vị đầu mối kiểm tra trình Cấp có thẩm quyền ban hành Quyết định thành lập Đoàn kiểm tra gồm các nội dung cơ bản nào?","Thành phần Đoàn kiểm tra, đơn vị được kiểm tra, thời gian kiểm tra tại đơn vị được kiểm tra, thời hạn hiệu lực của Đoàn kiểm tra.","Thành phần Đoàn kiểm tra, đơn vị được kiểm tra, nội dung kiểm tra (phạm vi, thời hiệu, hình thức kiểm tra).","Thành phần Đoàn kiểm tra, đơn vị được kiểm tra, nội dung kiểm tra (phạm vi, thời hiệu, hình thức kiểm tra), thời gian kiểm tra tại đơn vị được kiểm tra, thời hạn hiệu lực của Đoàn kiểm tra.",,3,Điều 11 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021.
79,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, Đoàn kiểm tra gồm các thành phần nào?"," Đoàn kiểm tra là cán bộ của các đơn vị tại Trụ Sở chính trong hệ thống Agribank được Cấp có thẩm quyền quyết định, phân công để thực hiện nhiệm vụ kiểm tra.
 Đoàn kiểm tra gồm Trưởng đoàn, Phó Trưởng đoàn (nếu có) và thành viên đoàn. "," Thành phần Đoàn kiểm tra là cán bộ của các đơn vị trong hệ thống Agribank được Cấp có thẩm quyền quyết định, phân công, trưng tập để thực hiện nhiệm vụ kiểm tra.
Đoàn kiểm tra gồm Trưởng đoàn, Phó Trưởng đoàn (nếu có), Tổ trưởng Tổ kiểm tra (nếu có) và thành viên đoàn. Tùy theo tính chất, mức độ, phạm vi cuộc kiểm tra, Cấp có thẩm quyền quyết định số lượng thành viên Đoàn kiểm tra.","Thành phần Đoàn kiểm tra là cán bộ của các Chi nhánh loại I trong hệ thống Agribank được Cấp có thẩm quyền quyết định, phân công, trưng tập để thực hiện nhiệm vụ kiểm tra.
Đoàn kiểm tra gồm Trưởng đoàn, Phó Trưởng đoàn (nếu có), Tổ trưởng Tổ kiểm tra (nếu có) và thành viên đoàn. ",,2,Theo điểm a Khoản 4 Điều 10 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021.
80,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, cán bộ khi tham gia đoàn kiểm tra phải đáp ứng các yêu cầu nào?"," Nhiệm trong công việc; thẳng thắn đưa ra ý kiến của mình và sẵn sàng tiếp nhận thông tin phản hồi.
Không được bao che cho tổ chức, cá nhân có thiếu sót, khuyết điểm, vi phạm.
Có trình độ và kỹ năng kiểm tra; sử dụng và khai thác thành thạo số liệu, thông tin, báo cáo trên hệ thống IPCAS.
","- Không tham gia thực hiện kiểm tra đối với đơn vị mà người đứng đầu đơn vị là vợ, chồng, cha, mẹ, con (bao gồm cả cha nuôi, mẹ nuôi, con nuôi, bố chồng (bố vợ), mẹ chồng (mẹ vợ), con dâu (con rể), bố dượng, mẹ kế, con riêng của vợ hoặc chồng), anh ruột, chị ruột, em ruột (bao gồm cả anh, chị, em cùng mẹ khác cha hoặc cùng cha khác mẹ), anh rể, chị dâu, em dâu, em rể của cán bộ kiểm tra đó; các hoạt động mà cán bộ kiểm tra đó thực hiện, chịu trách nhiệm trong thời hạn 03 năm kể từ khi không thực hiện, chịu trách nhiệm đối với hoạt động đó. ","- Am hiểu pháp luật liên quan đến lĩnh vực kiểm tra được phân công.
- Nắm vững chính sách, quy chế, quy định, quy trình nghiệp vụ và các văn bản chỉ đạo, hướng dẫn của NHNN, Agribank đối với lĩnh vực kiểm tra được phân công.
- Tuân thủ đúng trình tự, thủ tục và nội dung kiểm tra theo quy định tại Quy chế số 376/QĐ-HĐTV-KTNB ngày 25/6/2021 về hoạt động kiểm tra nội bộ.",Tất cả các đáp án trên.,4,Theo điểm c Khoản 1 Điều 11 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021.
81,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, thời hạn hiệu lực của Đoàn kiểm tra là gì?","Là thời hạn hoạt động của Đoàn kiểm tra, bắt đầu từ thời điểm công bố quyết định kiểm tra và kết thúc khi Đoàn kiểm tra báo cáo kết quả kiểm tra gửi Cấp có thẩm quyền hoặc Cấp có thẩm quyền ký ban hành kết luận kiểm tra đối với kiểm tra, xác minh đơn thư.","Là thời hạn hoạt động của Đoàn kiểm tra, bắt đầu từ thời điểm được ghi trong quyết định thành lập Đoàn kiểm tra hoặc từ khi quyết định thành lập Đoàn kiểm tra có hiệu lực và kết thúc khi Đoàn kiểm tra báo cáo kết quả kiểm tra gửi Cấp có thẩm quyền hoặc Cấp có thẩm quyền ký ban hành kết luận kiểm tra đối với kiểm tra, xác minh đơn thư.","Là thời hạn hoạt động của Đoàn kiểm tra, bắt đầu từ thời điểm được ghi trong quyết định thành lập Đoàn kiểm tra hoặc từ khi quyết định thành lập Đoàn kiểm tra có hiệu lực và kết thúc khi kết thúc thời gian kiểm tra.",Là thời gian tính từ lúc Đoàn kiểm tra đến đơn vị được kiểm tra và kết thúc khi ký Biên bản kiểm tra.,2,Theo Khoản 5 Điều 11 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021.
82,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, ai có nhiệm vụ phân công công việc cho các thành viên Đoàn kiểm tra khi thực hiện kiểm tra? ",Trưởng đoàn kiểm tra  phân công công việc cho các thành viên Đoàn kiểm tra khi thực hiện kiểm tra.,Phó Trưởng đoàn kiểm tra.,Tổ trưởng Tổ kiểm tra.,Trưởng đoàn kiểm tra/Phó Trưởng đoàn kiểm tra.,1,Theo điểm d) Khoản 2 Điều 12 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021.
83,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, Đâu là quyền hạn của đơn vị được kiểm tra?","Đề xuất Cấp có thẩm quyền (qua Đoàn kiểm tra) những vấn đề bất cập về cơ chế chính sách, quy chế, quy định, quy trình nghiệp vụ của Agribank.","Từ chối những yêu cầu của Đoàn kiểm tra ngoài phạm vi, nhiệm vụ của Đoàn kiểm tra. Việc từ chối phải nêu rõ lý do, lập thành văn bản gửi đến Đoàn kiểm tra và lưu tại đơn vị để làm cơ sở xem xét trách nhiệm của các bên liên quan.",Đề xuất cấp có thẩm quyền gia hạn thời gian kiểm tra nếu thấy cần thiết.,Đáp án 1 và 2.,4,Theo Điều 13 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021.
84,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, Những thành phần nào phải ký Biên bản kiểm tra? ","Trưởng đoàn ký tắt từng trang của các thành viên Đoàn kiểm tra, đại diện các phòng/bộ phận nghiệp vụ của đơn vị được kiểm tra.","Trưởng đoàn, Người đứng đầu đơn vị được kiểm tra/Người được ủy quyền, có chữ ký tắt từng trang của các thành viên Đoàn kiểm tra, đại diện các phòng/bộ phận nghiệp vụ của đơn vị được kiểm tra.","Trưởng đoàn, Người được ủy quyền của đơn vị được kiểm tra, có chữ ký tắt từng trang của các thành viên Đoàn kiểm tra, đại diện các phòng/bộ phận nghiệp vụ của đơn vị được kiểm tra.","Trưởng đoàn, Người đứng đầu đơn vị được kiểm tra/Người được ủy quyền.",2,"Theo Điểm b Khoản 2 Điều 15, QĐ 376/QĐ-HĐVT-KTNB ngày 25/6/2021"
85,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, thời gian Đoàn kiểm tra phải có báo cáo kết quả kiểm tra gửi Cấp có thẩm quyền trong bao lâu (trừ trường hợp đột xuất)?",Chậm nhất sau 03 ngày làm việc kể từ khi kết thúc kiểm tra tại đơn vị.,Chậm nhất sau 01 ngày làm việc kể từ khi kết thúc kiểm tra tại đơn vị.,Chậm nhất sau 02 ngày làm việc kể từ khi kết thúc kiểm tra tại đơn vị.,Chậm nhất sau 05 ngày làm việc kể từ khi kết thúc kiểm tra tại đơn vị.,4,"Theo Điểm a Khoản 1 Điều 16, QĐ 376/QĐ-HĐVT-KTNB ngày 25/6/2021"
86,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, cấp nhận báo cáo kết quả kiểm tra của Đoàn kiểm tra là:","Cấp có thẩm quyền, người ra quyết định kiểm tra.",Tổ giám sát/Người giám sát (nếu có).,Ban KTGS; Đơn vị đầu mối kiểm tra (trong trường hợp đơn vị đầu mối kiểm tra không phải là Ban KTGS).,Tất cả các đáp án trên.,4,Khoản 4 Điều 16 QĐ 376/QĐ-HĐVT-KTNB ngày 25/6/2021
87,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, đối với đoàn kiểm tra, xác minh đơn thư, sau khi kết thúc kiểm tra, Đoàn kiểm tra có trách nhiệm gì?","Báo cáo kết quả xác minh nội dung đơn thư (nội dung đơn là đúng, đúng một phần hoặc sai toàn bộ); đề xuất kiến nghị Cấp có thẩm quyền: Xử lý vi phạm (nếu có), các biện pháp cần thiết để bảo vệ lợi ích Nhà nước, quyền và lợi ích hợp pháp của cơ quan, tổ chức, cá nhân.","Ban hành văn bản chỉ đạo Chi nhánh xử lý, khắc phục các tồn tại nêu tại Biên bản kiểm tra.","Trình Cấp có thẩm quyền ban hành văn bản giải quyết đơn thư theo quy định (quyết định giải quyết khiếu nại, kết luận nội dung tố cáo, văn bản trả lời kiến nghị/phản ánh).",Đáp án 1 và 3.,4,"Theo Điểm a, b Khoản 3 Điều 18, QĐ 376/QĐ-HĐVT-KTNB ngày 25/6/2021"
88,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, đâu không phải là một trường hợp phúc tra?","Phúc tra khi có đơn khiếu nại, đơn tố cáo nặc danh liên quan tới Đoàn kiểm tra.",Đoàn kiểm tra có dấu hiệu vi phạm quy định nội bộ.,Theo đề xuất của Tổ giám sát/người giám sát. ,Kiểm tra việc khắc phục và chấn chỉnh các tồn tại.,1,"Theo Khoản 1 Điều 19, QĐ 376/QĐ-HĐVT-KTNB ngày 25/6/2021"
89,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, trong cùng một khoảng thời gian, một Tổ giám sát/người giám sát đoàn kiểm tra có thể giám sát bao nhiêu đoàn kiểm tra?",01 đoàn kiểm tra.,Tối thiểu 01 đoàn kiểm tra.,Tối đa 03 đoàn kiểm tra.,Một hoặc một số đoàn kiểm tra.,4,"Theo điểm c Khoản 2 Điều 20, QĐ 376/QĐ-HĐVT-KTNB ngày 25/6/2021"
90,"Theo Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022, Biên bản giám sát là tài liệu ghi nhận kết quả giám sát của hình thức giám sát nào?",Hình thức giám sát trực tiếp.,Giám sát từ xa theo kế hoạch.,Giám sát từ xa thường xuyên.,Giám sát từ xa đột xuất.,1,Khoản 4 Điều 17 Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022 
91,"Theo Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022, Người phê duyệt báo cáo kết quả giám sát là ai?",Trưởng phòng Kiểm tra giám sát nội bộ (KTKSNB) của chi nhánh loại I.,"Lãnh đạo Đơn vị thực hiện giám sát được phân công, phụ trách hoạt động giám sát.",Lãnh đạo Phòng KTKSNB được Giám đốc chi nhánh phân công.,Lãnh đạo Phòng KTKSNB được Trưởng phòng KTKSNB phân công.,2,Khoản 9 Điều 2 Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022
92,"Theo Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022, Ban Kiểm tra, giám sát nội bộ là đơn vị thực hiện giám sát của Trụ sở chính, thực hiện giám sát các nội dung nào?",Giám sát các đơn vị tại Trụ sở chính.,Giám sát các công ty con (100% vốn của Agribank).,Giám sát đối với Chi nhánh loại I; tự giám sát hoạt động của Ban KTGS.,Giám sát hoạt động của Ban KTGS.,3,"Điểm a, d Khoản 1 Điều 5 Quy định số 2133/QyĐ/NHNo-KTNB ngày 30/9/2022"
93,"Theo Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022, nội dung nào không phải là nhiệm vụ, quyền hạn của Người giám sát?  ","Trao đổi, thu thập, khai thác thông tin phục vụ công tác giám sát.","Chủ động triển khai, thực hiện  nhiệm vụ được giao theo đề cương giám sát.","Yêu cầu đối tượng được giám sát giải trình, cung cấp thông tin, tài liệu phục vụ hoạt động giám sát.",Đề xuất Người phê duyệt trình cấp có thẩm quyền biện pháp xử lý.,3,Điểm b Khoản 2 Điều 13 Quy định 2133/QyĐ/NHNo-KTNB ngày 30/9/2022
94,"Theo Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022, nội dung nào là nhiệm vụ, quyền hạn của Người giám sát?  ","Chủ động triển khai, thực hiện nhiệm vụ và công việc được giao theo đề cương, yêu cầu giám sát.","Trao đổi, thu thập, khai thác thông tin phục vụ công tác giám sát.",Đề xuất Người phê duyệt trình Cấp có thẩm quyền biện pháp xử lý.,Tất cả các đáp án trên.,4,Điểm b Khoản 2 Điều 13 Quy định số 2133/NHNo-KTNB ngày 30/09/2022
95,"Theo Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022, nội dung nào không đúng với quy định về lập báo cáo giám sát?",Đối với nội dung giám sát theo kế hoạch: Báo cáo giám sát lập ngay sau khi hoàn thành nội dung/cuộc giám sát.,Đối với giám sát theo nội dung thường xuyên: Báo cáo giám sát được lập theo định kỳ. Người đứng đầu Đơn vị thực hiện giám sát quy định kỳ lập báo cáo nhưng tối thiểu 3 tháng/ lần.,Đối với giám sát theo nội dung thường xuyên: Báo cáo giám sát được lập theo định kỳ. Người đứng đầu Đơn vị thực hiện giám sát quy định kỳ lập báo cáo nhưng tối thiểu 6 tháng/ lần.,"Đối với trường hợp giám sát đột xuất (phát sinh đột xuất hoặc khi thực hiện giám sát phát hiện các vi phạm, dấu hiệu rủi ro cần báo ngay).",2,Điểm c Khoản 2 Điều 16 Quy định số 2133/QyĐ/NHNo-KTNB ngày 30/9/2022
96,"Theo Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022, thời gian báo cáo kết quả giám sát tiếp xúc, làm việc với đối tượng được giám sát là:","Chậm nhất sau 05 ngày làm việc kể từ khi kết thúc giám sát trực tiếp, Trưởng Đoàn giám sát phải có báo cáo gửi Cấp có thẩm quyền, người ra quyết định, Đơn vị thực hiện giám sát.  ","Chậm nhất sau 10 ngày làm việc kể từ khi kết thúc giám sát trực tiếp, Trưởng đoàn giám sát phải có báo cáo gửi Cấp có thẩm quyền, người ra quyết định, Đơn vị thực hiện giám sát. ","Trường hợp đột xuất, Đoàn giám sát phải báo cáo ngay Cấp có thẩm quyền, người ra quyết định giám sát khi được yêu cầu.",Đáp án 1 và 3.,4,Điểm a Khoản 5 Điều 17 Quy định số 2133/QyĐ/NHNo-KTNB ngày 30/9/2022
97,"Theo Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022, Nội dung của Báo cáo kết quả giám sát tiếp xúc, làm việc với đối tượng được giám sát là gì? ","Tóm tắt kết quả giám sát, những tồn tại/hạn chế/rủi ro phát hiện qua quá trình giám sát; đề xuất xử lý đối với các tồn tại, sai phạm, vướng mắc qua giám sát; kiến nghị kiểm điểm, xử lý trách nhiệm cá nhân, tập thể có liên quan (nếu có); kiến nghị về sửa đổi quy định, quy trình, quy chế (nếu có).","Tóm tắt kết quả giám sát, những tồn tại/hạn chế/rủi ro phát hiện qua quá trình giám sát.","Đề xuất xử lý đối với các tồn tại, sai phạm, vướng mắc qua giám sát; kiến nghị kiểm điểm, xử lý trách nhiệm cá nhân, tập thể có liên quan (nếu có).","Kiến nghị kiểm điểm, xử lý trách nhiệm cá nhân, tập thể có liên quan (nếu có); kiến nghị về sửa đổi quy định, quy trình, quy chế (nếu có).",1,Điểm b Khoản 5 Điều 17 Quy định số 2133/QyĐ/NHNo-KTNB ngày 30/9/2022
98,"Theo Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022, hình thức giám sát từ xa theo kế hoạch được áp dụng đối với các nội dung giám sát nào?",Giám sát nghiệp vụ.,Giám sát hoạt động của chi nhánh.,"Giám sát thực hiện kết luận, kiến nghị sau thanh tra, kiểm tra, kiểm toán, giám sát.",Tất cả các đáp án trên,4,Điểm a Khoản 1 Điều 4 Quy định số 2133/QyĐ/NHNo-KTNB ngày 30/9/2022
99,"Theo Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022, xếp hạng rủi ro được phân loại như nảo?",Xếp hạng rủi ro chung; xếp hạng rủi ro tín dụng; xếp hạng rủi ro ngoài tín dụng.,Xếp hạng rủi ro trung bình.,Xếp hạng rủi ro cao.,Xếp hạng rủi ro chung.,1,Khoản 1 Điều 7 Quy định số 2133/QyĐ/NHNo-KTNB ngày 30/9/2022
100,"Theo Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022, Giám sát hoạt động của chi nhánh về hoạt động kinh doanh dựa trên các chỉ tiêu nào?","Dư nợ cho vay, nguồn vốn huy động, tỷ lệ nợ xấu, thu nợ xử lý rủi ro, thu dịch vụ, tài chính (quỹ thu nhập).","Dư nợ cho vay, tỷ lệ nợ xấu, thu nợ xử lý rủi ro, thu dịch vụ, tài chính (quỹ thu nhập).","Tỷ lệ nợ xấu, thu nợ xử lý rủi ro, tài chính (quỹ thu nhập).","Tài chính (quỹ thu nhập), thu nhập bình quân/cán bộ.",1,Khoản 1 Điều 22 Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022
101,"Theo Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022, phạm vi giám sát thực hiện kết luận, kiến nghị thanh tra, kiểm toán, kiểm tra, giám sát bao gồm:","Việc khắc phục tồn tại, thực hiện kiến nghị nêu trong kết luận (biên bản/báo cáo) của Thanh tra Chính phủ; Thanh tra NHNN; Kiểm toán Nhà nước; Kiểm toán độc lập; Ban kiểm soát; Kiểm toán nội bộ; Kiểm tra, giám sát nội bộ.","Việc thực hiện chỉ đạo của cơ quan có thẩm quyền liên quan đến hoạt động thanh tra, kiểm tra, kiểm toán, giám sát.","Văn bản chỉ đạo của Agribank về khắc phục tồn tại, thực hiện kiến nghị sau thanh tra, kiểm toán, kiểm tra, giám sát.",Tất cả các đáp án trên.,4,Khoản 1 Điều 25 Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022
102,"Theo Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022, thực hiện biện pháp ứng xử như thế nào khi giám sát phát hiện có dấu hiệu vi phạm về thẩm quyền theo các quy định phân cấp, ủy quyền của Agribank?","Thực hiện giám sát trực tiếp/đề xuất thành lập đoàn kiểm tra để làm rõ các dấu hiệu vi phạm về thẩm quyền theo các quy định phân cấp, ủy quyền của Agribank.","Có văn bản chỉ đạo chấn chỉnh, kiến nghị khắc phục đối với các vi phạm/rủi ro được phát hiện.","Thực hiện các biện pháp xử lý về điều hành, xem xét xử lý trách nhiệm, đánh giá cán bộ đối với các cá nhân, tập thể có hành vi vi phạm.",Tất cả các đáp án trên.,4,Điểm b Khoản 1 Điều 26 Quy định số 2133/QyĐ-NHNo-KTNB ngày 30/9/2022
